id,name,url,image_url,image_name,genre,starring,num_episodes,release_year,plot,rating
897,Reset (TV series),https://en.wikipedia.org/wiki/Reset_(TV_series),https://upload.wikimedia.org/wikipedia/en/9/90/Reset_TV_series-poster.jpg,897.jpg,"Crime, Mystery, Thriller","Chun Jung-myung, Kim So-hyun",10,2014,"The population of Detroit has almost completely disappeared, but a few remain. As daylight disappears they realize that the Dark is coming for them.::Anonymous",4.9
898,Resurrection (South Korean TV series),https://en.wikipedia.org/wiki/Resurrection_(South_Korean_TV_series),https://upload.wikimedia.org/wikipedia/en/1/19/Resurrection-poster.jpg,898.jpg,"Melodrama, Romance, Thriller","Uhm Tae-woong, Han Ji-min",24,2005,"In 33 AD, a Roman Tribune in Judea is tasked to find the missing body of Jesus Christ, who rose from the dead.::Kenneth Chisholm",6.3
899,Return (TV series),https://en.wikipedia.org/wiki/Return_(TV_series),https://upload.wikimedia.org/wikipedia/en/5/5e/Return_%28TV_series%29-poster.jpg,899.jpg,"Mystery, Thriller, Legal",Go Hyun-jung,34,2018,"A soldier returns to her family, friends, and old job after a tour of duty, though she finds herself struggling to find her place in her everyday life.::IMDb Editors",6.1
900,Reunited Worlds,https://en.wikipedia.org/wiki/Reunited_Worlds,https://upload.wikimedia.org/wikipedia/en/5/56/Reunited_Worlds_Poster.jpg,900.jpg,"Romance, Fantasy","Yeo Jin-goo, Lee Yeon-hee, Ahn Jae-hyun",40,2017,"Sung Hae Sung (Yeo Jin Goo, Circle: Two Worlds Connected) is a cheery high school student. Being the eldest sibling, he wants to provide for his family instead of going to college. On the day of his 19th birthday, he gets into a car accident and passes out. He wakes up on the top of his school building. He thinks he survived and everything is normal. Except everyone thinks he died 12 years ago, and he hasn't aged at all. Jung Jung Won (Lee Yeon Hee, The Package) is Hae Sung's best friend. She was the one who took him to the place where he had his accident. Distraught, she has been unable to move on from the incident since. Having failed to pursue her dreams under the stress, she works as a kitchen assistant at a nice restaurant. Cha Min Joon (Ahn Jae Hyun, Cinderella and Four Knights) is the owner of the restaurant where Jung Won works. He has feelings for her. However, she has never shown any interest in him. In her mind, she can't be with anyone while carrying Hae Sung in her memories. One night, Jung Won finds a young man passed out in front of her house. He is Hae Sung, her first love. She is now 31; he is 19. Can they pick up their love where they left off, or will their reunited worlds always stay separate? Also known as ""Into the World Again"" and ""Into the New World,"" Reunited Worlds is directed by Baek Soo Chan and written by Lee Hee Myung, the creative team behind Beautiful Gong Shim and Sensory Couple.",7.4
901,Reverse (TV series),https://en.wikipedia.org/wiki/Reverse_(TV_series),https://upload.wikimedia.org/wikipedia/en/7/7d/Backflow_MBC.png,901.png,"Melodrama, Revenge, Family","Shin Da-eun, Lee Jae-hwang, Kim Hae-in, Seo Do-young",119,2017,A psychiatrist makes multiple trips through time to save a woman that was murdered by her brutal husband.::Dave Smith <nelfy@mscomm.com>,6.2
902,Review Notebook of My Embarrassing Days,https://en.wikipedia.org/wiki/Review_Notebook_of_My_Embarrassing_Days,,,,,,,,N/A
903,Revolutionary Love,https://en.wikipedia.org/wiki/Revolutionary_Love,https://upload.wikimedia.org/wikipedia/en/9/93/Revolution_%28%EB%B3%80%ED%98%81%EC%9D%98_%EC%82%AC%EB%9E%91%29-poster.jpg,903.jpg,Romantic comedy,"Choi Si-won, Kang So-ra, Gong Myung",16,2017,"Byun Hyun, confident, naive, warm-hearted and a son of a wealthy family, starts living in a poor area, where he meets Baek Joon, a positive woman who works part-time jobs to make ends meet.::Theodosia Papadima",7.0
904,Revolutionary Sisters,https://en.wikipedia.org/wiki/Revolutionary_Sisters,https://upload.wikimedia.org/wikipedia/en/6/6d/Revolutionary_Sisters.jpg,904.jpg,"Family, Romance, Comedy, Drama, Thriller, Mystery, Melodrama","Hong Eun-hee, Go Won-hee, Jeon Hye-bin",100,2021,"While in the process of filing for a divorce, a mother is murdered. All of her immediate family members are potential suspects.::AsianWiki",N/A
905,Rich Man (TV series),https://en.wikipedia.org/wiki/Rich_Man_(TV_series),https://upload.wikimedia.org/wikipedia/en/3/30/Rich_Man_%28%EB%A6%AC%EC%B9%98%EB%A7%A8%29_Poster.jpg,905.jpg,"Romance, Comedy","Suho, Kim Jun-myeon, Ha Yeon-soo, Oh Chang-suk, Kim Ye-won",17,2018,"Lee Yoo Chan is the CEO of IT company Next One. He founded the company and it is now the most desirable place to work for young professionals. He is arrogant and does not trust people in general. Lee Yoo Chan also suffers from an inability to recognize faces. Kim Bo Ra was born in the countryside on Jeju Island. She is the pride of her family and famous in her hometown for being smart. She goes to Seoul to attend college and carries her family's high expectations for her. During her last year in college, Kim Bo Ra experiences difficulties finding her job. Her dream is to work at Next One. Kim Bo Ra meets Lee Yoo Chan and their lives change.",6.7
906,Righteous Love (TV series),https://en.wikipedia.org/wiki/Righteous_Love_(TV_series),https://upload.wikimedia.org/wikipedia/en/5/59/Valid_Love_%28%EC%9D%BC%EB%A6%AC%EC%9E%88%EB%8A%94_%EC%82%AC%EB%9E%91%29_-_Promotional_poster.jpg,906.jpg,"Romance, Comedy, Drama","Uhm Tae-woong, Lee Si-young, Lee Soo-hyuk",20,2014,,N/A
907,Risky Romance,https://en.wikipedia.org/wiki/Risky_Romance,https://upload.wikimedia.org/wikipedia/en/4/4c/Risky_Romance-poster.jpg,907.jpg,"Medical, Romance","Ji Hyun-woo, Lee Si-young, Kim Jin-yeop, Yoon Joo-hee",32,2018,Risky Romance is a medical drama about a surgeon and an endocrinologist.,7.3
908,River Where the Moon Rises,https://en.wikipedia.org/wiki/River_Where_the_Moon_Rises,https://upload.wikimedia.org/wikipedia/en/3/32/River_Where_the_Moon_Rises_%28%EB%8B%AC%EC%9D%B4_%EB%9C%A8%EB%8A%94_%EA%B0%95%29.jpg,908.jpg,Historical,"Kim So-hyun, Na In-woo, Lee Ji-hoon, Choi Yu-hwa",20,2021,The story of Princess Pyeonggang who was born as a princess but raised to be a soldier for Goguryeo. She dreams to be the first female Taewang of Gorguryeo but is confused about the new feelings experienced after meeting On Dal.::Wikipedia,7.9
909,Road No. 1,https://en.wikipedia.org/wiki/Road_No._1,https://upload.wikimedia.org/wikipedia/en/9/9c/Road_No._1-poster.jpg,909.jpg,"Romance, Drama, Action, War","So Ji-sub, Kim Ha-neul, Yoon Kye-sang",20,2010,,8.6
910,Robber (TV series),https://en.wikipedia.org/wiki/Robber_(TV_series),https://upload.wikimedia.org/wikipedia/en/b/ba/Robber_of_my_Heart-poster.jpg,910.jpg,"Romance, Drama","Jang Hyuk, Lee Da-hae",16,2008,"Kwon Oh Joon is a swindler who falls for a widow with a 5 year old daughter, Jin Dal Rae. Dal Rae lives with her daughter and mother in law after her husband passes away. Oh Joon is a suave man who can talk women into doing anything.",6.4
911,"Rock, Rock, Rock (TV series)","https://en.wikipedia.org/wiki/Rock,_Rock,_Rock_(TV_series)",,,,"No Min-woo, Hong Ah-reum",4,2010,"Dori is trying to get together enough money to buy a strapless gown; Daddy has cut off Dori's allowance, but gee, she's gotta go to the prom.",5.3
912,Romance (2002 TV series),https://en.wikipedia.org/wiki/Romance_(2002_TV_series),,,"Romance, Comedy, Drama","Kim Jaewon, Kim Ha-neul",16,2002,"Fatal love strikes us out of a sudden and helplessly takes us deep down into the sea of fervor, giving us no choice but to yield. This drama beautifully unfolds the forbidden passion between a teacher and a student. Chae Won (Kim Ha Neul) and Kwan Woo (Kim Jae Won) meet for the first time at a rural seaside village flower festival. They fall in love at first sight, not in their dreams have they known that Chae Won is the teacher at Kwan Woo's high school. The second time they meet is at the classroom where they realize the situation and become bewildered and embarrassed. The love story between the two young people is overlapped with Kwan Woo's tearful success story and this inspire the viewers with high emotion.",6.9
913,Romance Full of Life,https://en.wikipedia.org/wiki/Romance_Full_of_Life,https://upload.wikimedia.org/wikipedia/en/2/2a/Romance_Full_of_Life_Poster.jpg,913.jpg,"Romance, Fantasy","Yoon Shi-yoon, Cho Soo-hyang",6,2017,"In Sung is an unemployed college grad trying to become a police officer for the last four years, and he is suddenly dumped by his girlfriend who does not give him any explanation. He then gets fired from his part-time job without any pay and gets kicked out from his tiny room after missing a rent payment. On the brink of despair, In Sung decides to take a job as a drug test volunteer for a pharmaceutical company because the pay is good. The drug is a generic version of a hit drug that had its patent recently expired. But he suffers an unpredicted side effect from the drug that gives him superhuman intelligence and strength. He is suddenly able to accomplish tasks that were nearly impossible for him to achieve before and instantly becomes an attractive man as he can win over any girl he wants.",6.7
914,Romance Is a Bonus Book,https://en.wikipedia.org/wiki/Romance_Is_a_Bonus_Book,https://upload.wikimedia.org/wikipedia/en/b/b5/Romance_Is_a_Supplement.jpg,914.jpg,Romantic comedy,"Lee Na-young, Lee Jong-suk",16,2019,"Cha Eun Ho is a successful and handsome writer who is also the youngest chief editor at a publishing company. He has a calm demeanor and remains reasonable at work. He then becomes involved in the life of his childhood friend, Kang Dan Yi who was once a popular copywriter. She is now divorced, a single mother, unemployed and struggling in life though still attempts to find a job, but even with her once good career, she cannot. However, in a desperate attempt to find a job, she lies about her background and begins to work as a temporary worker in the same building under none other than Cha Eun Ho. As they become involved in each other's life more than often, a love story begins to unfold.",8.1
915,Romance Town,https://en.wikipedia.org/wiki/Romance_Town,https://upload.wikimedia.org/wikipedia/en/7/72/Romance_Town_Poster.jpg,915.jpg,"Romance, Comedy, Drama","Sung Yu-ri, Jung Gyu-woon, Kim Min-joon, Min Hyo-rin",20,2011,Romance Town is a story of domestic help who work for rich households. No Soon Geum (Sung Yuri) is one of these housekeepers.,6.6
916,Romance Zero,https://en.wikipedia.org/wiki/Romance_Zero,,,,"Lee Tae-sung, Kangin, Lee Da-in, Kim Hee-won, Typhoon, Jay Kim, Lee Kyung-eun",16,2009,"In Detroit, a lonely pop culture geek marries a call girl, steals cocaine from her pimp, and tries to sell it in Hollywood. Meanwhile, the owners of the cocaine, the Mob, track them down in an attempt to reclaim it.::Jon Reeves <jreeves@imdb.com>",7.9
917,Rooftop Prince,https://en.wikipedia.org/wiki/Rooftop_Prince,https://upload.wikimedia.org/wikipedia/en/1/17/Rooftop_Prince.jpg,917.jpg,"Romance, Comedy, Drama, Time travel","Park Yuchun, Han Ji-min, Jeong Yu-mi, Lee Tae-sung, Jung Suk-won, Choi Woo-shik, Lee Tae-ri, Lee Moon-sik",20,2012,"Crown Prince Yi gak finds that he has been transported from Chosun Dynasty to modern-day Seoul. He meets Hong Se Na, who bears a striking resemblance to his dead wife, and is determined to solve 300-year-old mystery of her death with his own resemblance to the CEO grandson at the company, where Se Na works,Gak assume the identity of the young man to stay close to her. Can the crown Prince navigate a modern corporation to find his own time period?::MAUA MARCELA",7.8
918,Rookie Historian Goo Hae-ryung,https://en.wikipedia.org/wiki/Rookie_Historian_Goo_Hae-ryung,https://upload.wikimedia.org/wikipedia/en/b/bd/Rookie_Historian_Goo_Hae-ryung.jpg,918.jpg,"Historical, Romance, Comedy, Drama","Shin Se-kyung, Cha Eun-woo",20,2019,"Set in the early 19th century. Goo Hae Ryung works as a historian. Female historians like Goo Hae Ryung are generally looked down upon because of their gender. Yet, Goo Hae Ryung fulfills her duty as a historian. She gets involved with Prince Lee Rim.::AsianWiki",8.2
919,Room No. 9,https://en.wikipedia.org/wiki/Room_No._9,https://upload.wikimedia.org/wikipedia/en/3/38/Room_No._9.jpg,919.jpg,"Mystery, Fantasy","Kim Hee-sun, Kim Hae-sook, Kim Young-kwang",,2018,"Eulji Hae Yi (Kim Hee Sun, Ice Fantasy) is a lawyer at a prestigious firm. She cares only about her career. She constantly butters up the people who can help her succeed and completely disregards the poor. She is willing to do anything to win cases and has enjoyed a quick rise to the top at her firm. Ki Yoo Jin (Kim Young Kwang, Lookout) is Eulji Hae Yi's boyfriend. A doctor by profession, Ki Yoo Jin seems like a true gentleman to anyone who meets him. In Eulji Hae Yi's eyes, he is the perfect accessory to match her perfect resume in life. But behind his handsome face and demeanor hides something dark. Jang Hwa Sa (Kim Hae Sook, Saimdang: Light's Diary) is a death row inmate. She became a household name when her infamous ""poison murder case"" became a hit with the sensationalist media. She has been on death row for 33 years, with no chance of getting out. When Eulji Hae Yi visits the strange visitation room 9, where Jang Hwa Sa is waiting for her, something happens. Eulji Hae Yi switches bodies with the inmate. Now the lawyer must figure out how to save her client as if her own life depends on it. Because, for once, it actually does. Also known as ""Room Nine,"" Room No. 9 is directed by Ji Yeong Su and written by Jung Sung Hee. It aired in 2018.",7.7
920,Rosy Lovers,https://en.wikipedia.org/wiki/Rosy_Lovers,https://upload.wikimedia.org/wikipedia/en/2/23/Rosy_Lovers_Promotional_Photo.jpg,920.jpg,"Family, Romance, Comedy, Drama","Lee Jang-woo, Han Sunhwa",52,2014,,7.6
921,Royal Family (TV series),https://en.wikipedia.org/wiki/Royal_Family_(TV_series),https://upload.wikimedia.org/wikipedia/en/7/77/Royal_Family-poster.jpg,921.jpg,"Romance, Melodrama, Family","Yum Jung-ah, Ji Sung, Kim Young-ae",18,2011,"Intimate portrait of the daily life of the British Royal Family drawn from 18 months of filming within Buckingham Palace, Windsor Castle and Balmoral.",7.9
922,Royal Secret Agent,https://en.wikipedia.org/wiki/Royal_Secret_Agent,https://upload.wikimedia.org/wikipedia/en/d/dd/Blade_of_the_Phantom_Master_poster.jpg,922.jpg,"Historical, Comedy, Detective","L, Kim Myung-soo, Kwon Nara, Lee Tae-hwan, Jo Soo-min, Lee Yi-kyung",16,2020,"During the Joseon Dynasty, the Secret Royal Inspectors are the eyes and ears of the king. They travel the provinces undercover and listen to the plight of the common people, investigating abuses and corruption of government officials.",7.2
923,Ruby Ring,https://en.wikipedia.org/wiki/Ruby_Ring,https://upload.wikimedia.org/wikipedia/en/c/c7/Ruby_Ring_%28%EB%A3%A8%EB%B9%84_%EB%B0%98%EC%A7%80%29_-_Promotional_poster.jpg,923.jpg,"Melodrama, Romance, Family, Revenge","Lee So-yeon, Lee So-yeon, Im Jung-eun, Kim Suk-hoon, Park Gwang-hyun",93,2013,"Ruby Ring is a story of two sisters, Anna and Yana, whose lives drastically changed by a sudden car accident. The women were heading for Kiev. Anna was going to marry soon and she was heading for a rehearsal for the wedding. Yana, who was dreaming of becoming a popular TV host, was hurrying to an audition for a new TV show. Somewhere on the road, the car in which the sisters were traveling crashed into the truck. Despite all prognoses, both sisters survived. However, due to a coincidence, at the time of the accident Yana was wearing Anna's ruby ring. Because of serious injuries, the sisters' faces are mutilated, and neither doctors nor relatives can distinguish between Yana and Anna. The ruby ring, a gift from Anna's fiancee, has played a crucial role - the women's identities are confused. Having recovered, envious and ambitious Yana realizes that everyone around her thinks she is Anna, so she decides to lie and take away everything her sister has - her face, the man she loves, her life. Yana excuses herself by the fact that Anna will never recover - her sister suffered a lot more than she did, and she is in a coma. Even doctors don't believe in her recovery. What is the point of giving up on a chance to change your life? However, it turns out both doctors and Yana are wrong. Anna literally comes back from the dead and since now on, the confrontation between the sisters begins Anna ready to regain what belongs to her by right. Yana is ready to fight for the happiness she has stolen from her sister. The plot is rapid and unpredictable. Day by day Yana plays the role of sweet and kindhearted Anna. Anna, for the first time in her life, experiences genuine hatred and strives to revenge the treacherous sister. Would they stop at the edge of the abyss without destroying each other and return their identities and love?",N/A
